id,rank,discipline,yrs.since.phd,yrs.service,sex,salary
8116,Prof,B,17,17,Male,145003
8117,AssocProf,A,8,11,Male,226314
8118,AssocProf,B,5,19,Female,189698
8119,AssocProf,A,11,11,Male,233690
8120,AsstProf,B,16,14,Female,157129
8121,AssocProf,B,1,14,Male,114346
8122,AssocProf,A,18,0,Female,208363
8123,AsstProf,A,8,15,Female,58088
8124,AssocProf,B,14,16,Female,224828
8125,AssocProf,B,18,6,Male,221298
8126,AsstProf,A,17,6,Male,170601
8127,AssocProf,B,3,10,Male,124953
8128,AsstProf,A,12,8,Male,121707
8129,Prof,A,7,18,Female,208617
8130,AsstProf,A,13,16,Female,190002
8131,AsstProf,A,5,9,Male,154846
8132,Prof,A,13,13,Female,82426
8133,Prof,B,14,8,Female,128828
8134,Prof,B,5,18,Male,109320
8135,AssocProf,B,17,3,Female,59308
8136,AssocProf,A,10,15,Female,204692
8137,Prof,A,0,4,Female,149641
8138,AssocProf,B,5,17,Male,95063
8139,AssocProf,A,16,2,Female,184849
8140,AsstProf,B,1,18,Female,237177
8141,AssocProf,A,15,2,Female,115894
8142,AsstProf,B,8,8,Female,87889
8143,Prof,A,10,17,Female,206008
8144,AsstProf,A,1,9,Female,110389
8145,AssocProf,B,19,14,Female,184036
8146,AsstProf,B,11,7,Female,157895
8147,AsstProf,B,19,3,Male,123872
8148,Prof,A,3,18,Male,95480
8149,Prof,B,10,11,Male,70184
8150,Prof,B,17,18,Female,128925
8151,Prof,B,17,5,Female,147946
8152,Prof,B,2,11,Male,171430
8153,Prof,A,3,16,Female,128988
8154,Prof,B,15,2,Male,158927
8155,AssocProf,A,10,13,Female,143303
8156,Prof,B,4,15,Female,187857
8157,AsstProf,B,8,18,Female,120606
8158,Prof,A,11,16,Female,136449
8159,AssocProf,A,11,3,Male,146661
8160,AssocProf,B,15,11,Female,117162
8161,AsstProf,B,2,7,Female,191186
8162,AssocProf,B,11,18,Female,142218
8163,AssocProf,B,1,11,Male,221268
8164,AsstProf,A,4,2,Female,188650
8165,AssocProf,B,0,6,Male,202830
8166,AsstProf,A,8,17,Male,87228
8167,AsstProf,B,9,17,Female,139485
8168,Prof,A,14,6,Male,115439
8169,Prof,B,18,15,Female,225285
8170,AsstProf,A,5,17,Male,195049
8171,Prof,B,6,0,Female,232615
8172,Prof,A,0,6,Male,145193
8173,AssocProf,B,3,1,Male,157349
8174,Prof,B,9,16,Male,210872
8175,Prof,A,3,17,Female,170883
8176,Prof,A,9,3,Male,132038
8177,Prof,A,4,17,Female,169414
8178,AssocProf,B,3,4,Male,120976
8179,Prof,A,14,4,Male,81149
8180,Prof,B,13,2,Female,181349
8181,AsstProf,B,0,7,Male,62820
8182,AssocProf,A,4,8,Female,73715
8183,AssocProf,A,1,1,Male,203159
8184,Prof,A,7,0,Female,81375
8185,Prof,B,12,5,Female,119420
8186,Prof,B,13,18,Male,210292
8187,Prof,A,9,1,Male,143793
8188,Prof,A,18,16,Male,211486
8189,AssocProf,B,4,13,Female,84049
8190,Prof,B,5,19,Female,148197
8191,AsstProf,A,18,3,Female,134828
8192,AsstProf,A,13,5,Male,57399
8193,Prof,B,0,13,Female,213109
8194,Prof,B,8,1,Female,94957
8195,Prof,A,14,10,Female,69479
8196,Prof,A,0,2,Female,162403
8197,Prof,B,8,6,Female,150076
8198,AsstProf,A,9,9,Female,72392
8199,AssocProf,B,1,10,Female,197953
8200,Prof,A,12,10,Male,84204
8201,AsstProf,A,3,6,Female,151371
8202,AsstProf,B,2,9,Female,70970
8203,AssocProf,B,1,15,Female,138246
8204,Prof,B,8,6,Male,229594
8205,Prof,B,18,18,Male,159954
8206,AsstProf,A,17,9,Male,203190
8207,AsstProf,B,13,1,Female,83158
8208,Prof,A,19,19,Male,73955
8209,AssocProf,A,6,7,Male,69173
8210,AsstProf,A,5,3,Female,71613
8211,AssocProf,B,5,7,Male,162419
8212,Prof,B,2,1,Male,51650
8213,AsstProf,A,19,5,Female,125095
8214,AsstProf,A,1,0,Female,159193
8215,AssocProf,A,4,16,Female,214876
8216,AsstProf,B,2,9,Male,118783
8217,Prof,A,3,16,Male,161782
8218,AssocProf,B,13,8,Male,120514
8219,AsstProf,A,17,14,Male,141567
8220,AssocProf,A,1,11,Female,78780
8221,AsstProf,A,8,18,Female,191053
8222,AsstProf,A,2,5,Female,224051
8223,Prof,A,3,17,Male,229297
8224,Prof,B,4,16,Male,63931
8225,Prof,B,16,6,Male,175540
8226,Prof,B,15,16,Female,213176
8227,AsstProf,A,12,19,Female,174891
8228,Prof,A,11,4,Male,101449
8229,AsstProf,B,5,6,Female,225440
8230,Prof,B,9,8,Female,218513
8231,Prof,A,7,0,Female,104890
8232,AsstProf,B,2,17,Male,110545
8233,AssocProf,A,2,17,Female,65668
8234,AssocProf,B,0,5,Male,62131
8235,Prof,A,16,4,Female,82699
8236,AssocProf,A,10,15,Female,198779
8237,Prof,B,1,15,Female,221599
8238,AssocProf,B,11,12,Male,136707
8239,AssocProf,B,8,15,Female,112596
8240,AsstProf,B,5,10,Female,171387
8241,AsstProf,B,1,16,Female,78941
8242,AsstProf,A,2,2,Male,93950
8243,AsstProf,B,2,4,Male,53017
8244,Prof,B,9,5,Female,91020
8245,AsstProf,B,8,6,Male,192716
8246,AsstProf,B,2,8,Male,218096
8247,Prof,A,10,18,Male,102652
8248,AsstProf,A,0,17,Male,178802
8249,AssocProf,B,14,14,Male,70332
8250,AssocProf,B,2,10,Male,228170
8251,AsstProf,B,1,18,Male,126909
8252,AsstProf,A,9,13,Male,111021
8253,Prof,B,13,9,Male,190623
8254,Prof,A,7,14,Female,77793
8255,AsstProf,B,16,18,Female,150436
8256,AssocProf,A,15,16,Male,81453
8257,Prof,A,16,12,Female,94594
8258,AssocProf,A,0,17,Female,182870
8259,Prof,B,10,7,Female,86371
8260,Prof,B,10,2,Female,205024
8261,AsstProf,A,17,3,Female,169876
8262,Prof,A,12,19,Female,148656
8263,AsstProf,B,16,0,Female,170806
8264,AsstProf,B,17,19,Female,217367
8265,Prof,B,7,1,Male,157529
8266,Prof,B,7,13,Male,68279
8267,AsstProf,B,10,13,Female,89903
8268,AsstProf,B,13,0,Male,172250
8269,AsstProf,A,19,16,Female,72853
8270,Prof,A,0,9,Female,173550
8271,AssocProf,B,3,1,Male,189480
8272,AssocProf,B,0,5,Male,67648
8273,Prof,B,15,9,Male,100967
8274,AssocProf,B,3,2,Male,180327
8275,AsstProf,B,13,2,Female,196646
8276,Prof,A,3,13,Female,236993
8277,Prof,A,8,17,Female,167023
8278,AssocProf,A,8,9,Male,184219
8279,AssocProf,B,3,9,Male,70801
8280,Prof,B,16,8,Male,58643
8281,AssocProf,B,8,1,Female,147409
8282,AsstProf,A,3,9,Female,110690
8283,AsstProf,A,12,2,Female,58356
8284,AssocProf,A,16,12,Male,106047
8285,AsstProf,A,8,9,Male,211399
8286,Prof,A,3,18,Female,157373
8287,Prof,A,17,3,Female,116348
8288,AssocProf,A,1,8,Male,79571
8289,Prof,A,12,3,Male,95482
8290,Prof,A,2,3,Female,116978
8291,Prof,A,17,9,Male,99986
8292,AssocProf,A,18,1,Female,141881
8293,AssocProf,A,7,14,Male,58368
8294,AsstProf,A,7,10,Female,124195
8295,AssocProf,B,18,2,Male,217325
8296,AsstProf,B,17,3,Female,159621
8297,AssocProf,A,1,10,Female,170479
8298,AsstProf,B,13,9,Male,133053
8299,AssocProf,A,7,0,Male,193719
8300,AssocProf,B,18,17,Male,81717
8301,Prof,A,18,3,Male,196722
8302,AssocProf,B,1,19,Male,107118
8303,Prof,A,15,6,Female,237966
8304,Prof,A,13,16,Male,84471
8305,AssocProf,A,12,15,Female,105611
8306,Prof,A,12,2,Female,187866
8307,AsstProf,B,1,6,Female,159881
8308,AsstProf,B,16,17,Female,104412
8309,AsstProf,A,14,12,Male,228369
8310,AssocProf,A,16,16,Female,133847
8311,AsstProf,B,8,2,Male,193731
8312,AsstProf,B,19,14,Male,200488
8313,AsstProf,A,6,15,Female,56316
8314,AsstProf,A,17,3,Female,93775
8315,Prof,A,4,17,Female,215435
8316,AssocProf,A,1,6,Male,169875
8317,AsstProf,B,6,5,Male,138614
8318,AsstProf,A,16,1,Male,207207
8319,AssocProf,B,17,0,Male,193294
8320,AsstProf,B,18,16,Male,63443
8321,Prof,A,12,8,Female,142329
8322,AsstProf,A,2,1,Male,217457
8323,Prof,B,8,15,Male,106664
8324,Prof,B,0,9,Male,182786
8325,AsstProf,B,1,14,Male,61560
8326,Prof,A,10,13,Female,141941
8327,AssocProf,A,12,7,Male,212512
8328,AsstProf,A,16,13,Male,86181
8329,AsstProf,A,14,4,Female,210995
8330,AssocProf,A,4,2,Male,104006
8331,AsstProf,A,13,17,Male,108280
8332,AssocProf,A,10,9,Male,114369
8333,AssocProf,B,15,4,Female,140459
8334,Prof,A,9,13,Female,84671
8335,AsstProf,B,6,5,Female,131594
8336,AsstProf,B,11,6,Female,200204
8337,Prof,B,12,1,Male,66516
8338,Prof,A,6,9,Female,159063
8339,AsstProf,B,0,11,Male,175787
8340,AssocProf,B,10,9,Female,129717
8341,Prof,A,15,1,Female,91196
8342,AsstProf,A,2,4,Male,68736
8343,AssocProf,A,13,14,Female,172892
8344,Prof,A,5,10,Male,191341
8345,AssocProf,B,12,12,Female,119444
8346,AsstProf,A,10,2,Male,214909
8347,AsstProf,B,1,0,Male,121574
8348,AssocProf,A,2,0,Female,170181
8349,Prof,B,5,1,Male,71204
8350,AssocProf,B,0,4,Male,199399
8351,AsstProf,B,12,7,Male,158396
8352,Prof,A,13,2,Female,176863
8353,AssocProf,B,1,19,Female,231080
8354,AsstProf,B,16,15,Male,153619
8355,AsstProf,B,11,2,Male,173486
8356,AsstProf,B,10,15,Male,197288
8357,AsstProf,A,4,6,Female,231307
8358,AsstProf,B,19,19,Female,194788
8359,Prof,B,6,14,Female,107039
8360,Prof,A,5,14,Male,107402
8361,AssocProf,A,8,15,Female,135707
8362,Prof,A,15,2,Male,86078
8363,AsstProf,A,7,16,Male,174940
8364,Prof,A,2,5,Female,140937
8365,AssocProf,B,9,12,Female,160089
8366,AssocProf,B,2,3,Male,103738
8367,AssocProf,A,10,4,Female,50449
8368,Prof,B,15,8,Female,228808
8369,AssocProf,A,6,0,Female,192878
8370,AssocProf,B,9,19,Male,187357
8371,AssocProf,B,0,1,Female,77261
8372,Prof,A,10,18,Male,174161
8373,AssocProf,B,9,0,Female,112475
8374,AsstProf,B,15,1,Female,216666
8375,AsstProf,B,13,11,Female,56259
8376,AssocProf,A,19,1,Female,137609
8377,AsstProf,B,15,13,Male,99202
8378,Prof,B,1,8,Female,224955
8379,AssocProf,B,5,4,Female,121569
8380,AssocProf,B,3,3,Male,221908
8381,Prof,A,3,18,Male,126522
8382,AssocProf,B,11,13,Male,197827
8383,Prof,B,0,0,Female,222671
8384,AsstProf,A,13,2,Male,119176
8385,AsstProf,B,18,0,Male,129572
8386,AssocProf,B,13,18,Male,83788
8387,Prof,B,19,14,Female,64463
8388,Prof,A,12,10,Female,236331
8389,AssocProf,B,8,14,Female,84215
8390,Prof,A,0,4,Female,145489
8391,Prof,B,0,17,Male,196143
8392,Prof,A,2,3,Male,189379
8393,Prof,A,12,6,Female,208915
8394,AssocProf,A,5,12,Female,119664
8395,AsstProf,A,13,1,Male,127311
8396,AsstProf,B,6,0,Female,207878
8397,Prof,A,0,19,Male,226496
8398,AsstProf,B,11,8,Female,147214
8399,AsstProf,A,19,17,Female,107632
8400,Prof,B,2,5,Male,211589
8401,Prof,B,16,7,Female,226315
8402,AsstProf,B,14,15,Female,71135
8403,AssocProf,B,11,2,Female,180578
8404,Prof,B,10,7,Female,106244
8405,AsstProf,B,19,1,Male,155194
8406,Prof,B,15,13,Female,141294
8407,Prof,B,14,1,Male,136143
8408,AssocProf,A,8,2,Male,64956
8409,AsstProf,A,6,3,Female,170580
8410,Prof,B,1,14,Female,98291
8411,AssocProf,A,4,3,Female,141786
8412,AsstProf,B,11,17,Male,227272
8413,AsstProf,B,17,17,Female,226982
8414,AssocProf,A,18,11,Male,71593
8415,AsstProf,B,19,2,Female,153453
8416,Prof,A,17,19,Female,65702
8417,AssocProf,B,11,5,Male,212667
8418,AsstProf,B,13,16,Female,177594
8419,AssocProf,B,1,14,Male,52557
8420,AsstProf,B,3,4,Male,66261
8421,AsstProf,A,17,2,Female,186399
8422,AsstProf,A,19,1,Male,187521
8423,AssocProf,B,8,15,Male,161783
8424,Prof,A,9,2,Female,166763
8425,AsstProf,B,12,15,Male,184720
8426,AssocProf,B,14,15,Female,204572
8427,AssocProf,A,14,2,Male,110345
8428,AssocProf,B,13,9,Male,185231
8429,Prof,A,11,7,Female,166562
8430,AssocProf,B,2,9,Male,190134
8431,Prof,B,13,18,Female,197361
8432,AssocProf,A,4,4,Male,81332
8433,Prof,B,19,2,Male,136308
8434,Prof,A,14,9,Female,154616
8435,AssocProf,A,0,3,Female,154185
8436,Prof,B,17,12,Male,236733
8437,Prof,B,7,4,Male,159814
8438,Prof,A,18,12,Male,107546
8439,AsstProf,B,10,9,Male,210989
8440,Prof,B,18,3,Male,233487
8441,AssocProf,A,16,18,Female,184530
8442,AsstProf,B,1,13,Female,84873
8443,AsstProf,B,12,5,Male,162172
8444,AsstProf,B,16,18,Male,109080
8445,AssocProf,B,7,15,Female,129399
8446,AsstProf,A,8,4,Female,171090
8447,AssocProf,A,4,12,Male,91307
8448,Prof,A,14,12,Female,65626
8449,AsstProf,B,18,1,Female,57826
8450,Prof,B,0,13,Female,106781
8451,Prof,B,5,4,Female,208056
8452,AssocProf,A,17,10,Female,77856
8453,AssocProf,B,4,15,Male,71197
8454,AssocProf,A,12,16,Female,137519
8455,AssocProf,B,1,7,Female,192297
8456,AssocProf,A,4,19,Male,85105
8457,AssocProf,B,12,11,Female,130245
8458,AssocProf,B,4,18,Female,211656
8459,Prof,A,12,11,Female,209316
8460,Prof,A,3,8,Male,112690
8461,AssocProf,A,15,19,Female,71599
8462,Prof,B,5,14,Male,61901
8463,AssocProf,B,1,7,Female,126274
8464,Prof,B,19,12,Female,173445
8465,AssocProf,B,18,13,Female,116545
8466,Prof,B,11,12,Male,75707
8467,AsstProf,A,3,10,Female,199466
8468,AssocProf,B,4,7,Male,50656
8469,AsstProf,A,3,15,Female,164396
8470,AsstProf,A,19,5,Male,95509
8471,AssocProf,A,4,11,Male,76399
8472,Prof,B,7,12,Female,167843
8473,AsstProf,B,0,17,Male,58927
8474,Prof,A,2,15,Male,70258
8475,Prof,A,9,10,Male,79302
8476,AssocProf,A,14,9,Female,77307
8477,AsstProf,B,9,10,Female,108251
8478,Prof,A,12,0,Female,143927
8479,AsstProf,A,8,13,Male,162458
8480,AssocProf,A,10,16,Female,73294
8481,AssocProf,B,5,16,Female,199141
8482,AsstProf,B,0,16,Male,160536
8483,AssocProf,B,9,7,Male,98044
8484,AssocProf,B,15,6,Female,152477
8485,Prof,B,15,15,Male,88170
8486,Prof,A,12,6,Male,64172
8487,Prof,A,15,8,Male,82136
8488,Prof,B,4,2,Female,119865
8489,AssocProf,B,16,7,Male,126168
8490,Prof,B,12,15,Male,157252
8491,AsstProf,B,17,11,Male,199019
8492,Prof,B,12,16,Female,220866
8493,Prof,A,13,10,Female,96103
8494,Prof,A,17,12,Female,141577
8495,AsstProf,A,7,18,Male,139854
8496,AsstProf,B,9,0,Female,231637
8497,AssocProf,B,15,4,Female,118852
8498,AsstProf,B,16,6,Female,65662
8499,AssocProf,A,4,5,Female,195749
8500,AssocProf,A,15,13,Male,216073
8501,AsstProf,A,18,16,Male,154629
8502,AsstProf,B,17,18,Male,172346
8503,AsstProf,B,5,16,Female,80815
8504,AsstProf,A,2,1,Male,162678
8505,Prof,A,7,19,Female,51258
8506,AssocProf,A,18,18,Male,179104
8507,AssocProf,A,3,12,Female,159884
8508,AssocProf,A,0,8,Male,175276
8509,AsstProf,B,0,2,Male,204266
8510,AsstProf,B,9,19,Male,67842
8511,AssocProf,B,13,11,Male,98361
8512,AssocProf,B,16,8,Male,163633
8513,AsstProf,B,3,15,Male,64569
8514,AsstProf,A,7,8,Female,111200
8515,AsstProf,A,10,13,Female,186277
8516,AsstProf,A,1,12,Female,92451
8517,AssocProf,B,10,5,Male,84160
8518,AsstProf,B,13,18,Male,164121
8519,AssocProf,A,17,5,Male,104289
8520,AsstProf,A,14,18,Male,145047
8521,AsstProf,B,3,19,Female,214393
8522,AsstProf,B,17,4,Male,101524
8523,Prof,A,1,16,Female,100604
8524,AssocProf,A,8,16,Male,118315
8525,AssocProf,A,15,13,Male,188936
8526,AsstProf,A,15,3,Male,227045
8527,AsstProf,A,3,8,Female,104824
8528,AsstProf,B,11,2,Female,141234
8529,Prof,B,13,18,Male,225733
8530,Prof,A,14,7,Female,174139
8531,AssocProf,B,14,19,Male,132533
8532,Prof,B,11,9,Female,133897
8533,Prof,B,16,2,Male,218036
8534,AsstProf,A,5,3,Female,192138
8535,Prof,A,14,0,Male,136004
8536,AssocProf,B,10,12,Male,50364
8537,AssocProf,A,10,1,Female,199694
8538,AsstProf,B,17,17,Female,97057
8539,AssocProf,A,1,8,Male,210425
8540,AssocProf,A,1,6,Male,71333
8541,AssocProf,B,8,8,Male,110903
8542,AsstProf,A,3,13,Female,167293
8543,AssocProf,B,7,3,Male,73002
8544,Prof,B,5,8,Male,75911
8545,AsstProf,A,7,13,Male,93992
8546,AssocProf,B,7,18,Female,190827
8547,AsstProf,B,14,8,Female,135666
8548,AssocProf,B,6,10,Male,192561
8549,Prof,A,1,3,Female,96506
8550,AsstProf,B,5,9,Male,81732
8551,AssocProf,B,8,18,Female,207699
8552,AsstProf,B,18,7,Female,214941
8553,AsstProf,A,2,0,Male,202798
8554,AssocProf,B,2,1,Male,134505
8555,AssocProf,A,17,8,Male,206122
8556,Prof,A,10,13,Male,168918
8557,AssocProf,A,0,11,Female,122294
8558,AsstProf,B,1,14,Female,71857
8559,Prof,A,5,9,Female,88263
8560,AssocProf,B,7,4,Male,53922
8561,AssocProf,A,0,6,Male,105153
8562,AssocProf,B,9,7,Male,217606
8563,AssocProf,A,3,3,Male,149810
8564,AssocProf,A,14,13,Male,208593
8565,AssocProf,A,19,3,Male,55516
8566,Prof,A,4,14,Male,149011
8567,AssocProf,B,0,4,Male,121498
8568,AssocProf,A,0,0,Female,179637
8569,AsstProf,A,2,2,Female,153373
8570,Prof,B,16,7,Female,140393
8571,Prof,A,8,8,Female,125721
8572,AsstProf,B,8,11,Female,77903
8573,AssocProf,B,19,17,Female,58478
8574,AssocProf,A,14,9,Male,66133
8575,Prof,B,2,11,Female,111455
8576,AsstProf,B,1,11,Female,234041
8577,AssocProf,A,12,6,Female,69169
8578,Prof,B,0,5,Female,69168
8579,Prof,B,18,15,Male,170245
8580,AsstProf,A,19,18,Male,209502
8581,Prof,B,6,14,Male,198701
8582,AsstProf,B,4,2,Male,97470
8583,AsstProf,B,12,16,Male,168107
8584,AssocProf,B,13,5,Male,145588
8585,AsstProf,A,5,13,Female,174249
8586,Prof,A,1,6,Male,193394
8587,AssocProf,B,15,2,Male,82195
8588,AssocProf,A,6,14,Female,107719
8589,AssocProf,A,4,11,Male,114929
8590,AsstProf,A,17,7,Female,220245
8591,Prof,A,14,0,Female,134550
8592,AsstProf,A,6,11,Male,107976
8593,AssocProf,A,1,13,Male,170687
8594,AsstProf,B,10,15,Female,84730
8595,AssocProf,B,18,4,Male,212430
8596,Prof,B,19,7,Male,82069
8597,Prof,B,4,10,Female,169347
8598,Prof,A,2,0,Male,183225
8599,AssocProf,A,17,11,Female,131644
8600,AsstProf,A,5,7,Male,51711
8601,Prof,B,12,1,Male,226426
8602,AssocProf,A,6,15,Male,206644
8603,AsstProf,B,6,0,Male,77259
8604,AsstProf,A,15,5,Female,97865
8605,Prof,B,15,5,Male,78645
8606,AsstProf,B,17,11,Female,206610
8607,AsstProf,A,13,18,Male,168056
8608,AssocProf,A,13,19,Male,147970
8609,Prof,A,10,11,Male,224546
8610,AssocProf,B,7,19,Male,110757
8611,Prof,B,18,11,Female,213856
8612,Prof,B,7,16,Male,110035
8613,AssocProf,A,15,6,Male,102290
8614,Prof,B,9,18,Male,196049
8615,AsstProf,A,0,3,Male,185735
8616,AssocProf,A,3,3,Male,184954
8617,Prof,A,17,4,Male,202581
8618,Prof,A,4,13,Male,116214
8619,AsstProf,A,8,10,Male,185830
8620,Prof,B,4,7,Female,182064
8621,AsstProf,B,12,19,Male,205099
8622,AssocProf,A,15,7,Female,139659
8623,AssocProf,A,18,16,Female,157291
8624,Prof,B,7,14,Male,199921
8625,AsstProf,A,16,15,Male,128524
8626,Prof,A,14,7,Male,189430
8627,AsstProf,B,1,8,Male,110675
8628,AssocProf,B,18,18,Female,106654
8629,AsstProf,A,6,10,Male,173439
8630,AsstProf,A,15,6,Female,88417
8631,Prof,B,1,5,Female,190618
8632,AsstProf,A,1,12,Female,105213
8633,Prof,B,16,11,Female,167885
8634,AsstProf,A,19,9,Female,194899
8635,Prof,B,14,6,Male,84439
8636,AsstProf,B,17,5,Male,128164
8637,Prof,A,16,14,Female,180066
8638,AsstProf,A,17,6,Female,95828
8639,AsstProf,A,10,13,Female,197547
8640,Prof,A,19,14,Female,104184
8641,AsstProf,B,4,12,Female,200343
8642,Prof,A,0,18,Female,216760
8643,AsstProf,A,8,2,Male,63889
8644,AsstProf,B,15,9,Male,166016
8645,AsstProf,B,4,13,Male,215600
8646,Prof,A,18,8,Male,66279
8647,AsstProf,B,5,15,Male,63998
8648,AsstProf,A,0,11,Male,216075
8649,AsstProf,B,15,2,Male,200675
8650,AsstProf,A,3,10,Male,182049
8651,AssocProf,B,9,18,Male,199431
8652,AssocProf,A,18,1,Male,184324
8653,AsstProf,B,19,6,Female,173587
8654,Prof,B,5,7,Female,102956
8655,Prof,A,12,15,Male,228196
8656,AsstProf,A,16,9,Male,152009
8657,Prof,B,1,4,Male,96000
8658,Prof,A,14,2,Female,200354
8659,AsstProf,A,6,8,Male,147354
8660,Prof,B,8,19,Female,97300
8661,AsstProf,B,5,16,Female,218222
8662,AssocProf,B,14,13,Male,158846
8663,Prof,A,6,10,Male,237018
8664,Prof,B,17,12,Male,73530
8665,Prof,A,5,6,Female,225544
8666,AssocProf,B,17,4,Female,147708
8667,Prof,A,14,3,Female,143611
8668,AssocProf,A,9,18,Female,194056
8669,Prof,B,16,16,Male,180614
8670,AssocProf,B,13,10,Female,114488
8671,Prof,B,16,11,Female,51716
8672,AsstProf,B,5,9,Male,124709
8673,Prof,A,8,13,Female,238115
8674,Prof,A,17,9,Male,229450
8675,AssocProf,B,9,18,Female,67995
8676,AssocProf,B,12,6,Male,237350
8677,AssocProf,B,1,6,Male,138166
8678,AssocProf,A,13,10,Male,128306
8679,AsstProf,A,15,3,Female,84683
8680,AssocProf,B,16,10,Male,53199
8681,AssocProf,B,7,12,Male,141135
8682,AsstProf,A,7,11,Female,145067
8683,AsstProf,A,0,1,Male,172238
8684,AsstProf,B,14,10,Male,88364
8685,AssocProf,A,13,2,Female,130735
8686,Prof,A,17,2,Male,170342
8687,AssocProf,B,15,2,Female,160728
8688,AsstProf,A,3,13,Male,147530
8689,AsstProf,B,11,19,Male,111936
8690,AssocProf,B,15,4,Male,148785
8691,AssocProf,A,9,6,Female,127492
8692,AsstProf,B,10,11,Male,156070
8693,AsstProf,B,18,17,Male,148161
8694,Prof,A,3,10,Male,208285
8695,Prof,A,18,19,Female,96689
8696,AssocProf,A,10,4,Male,58088
8697,AssocProf,A,19,6,Male,181869
8698,AssocProf,B,4,9,Male,226864
8699,AsstProf,B,13,7,Male,179761
8700,AssocProf,B,8,9,Male,190567
8701,AssocProf,B,10,7,Male,85091
8702,AsstProf,A,7,0,Female,164198
8703,AsstProf,A,6,8,Female,214735
8704,AsstProf,A,15,6,Female,233851
8705,AsstProf,A,3,17,Male,126805
8706,AsstProf,A,9,18,Male,86774
8707,AssocProf,B,2,7,Female,149595
8708,Prof,B,18,17,Male,75001
8709,AsstProf,B,17,14,Female,78364
8710,Prof,B,3,12,Female,127731
8711,Prof,A,0,12,Male,113220
8712,Prof,B,16,16,Female,64717
8713,AssocProf,A,14,4,Male,175636
8714,Prof,A,0,16,Female,101986
8715,Prof,B,2,18,Female,137535
8716,AsstProf,A,10,14,Male,91459
8717,Prof,B,13,4,Female,63266
8718,AsstProf,B,19,16,Male,97399
8719,AsstProf,B,17,18,Female,83092
8720,AssocProf,B,8,12,Male,185041
8721,Prof,B,3,18,Male,79752
8722,AssocProf,A,16,7,Male,104092
8723,AsstProf,A,0,16,Female,236429
8724,AsstProf,B,12,7,Female,132676
8725,Prof,B,1,15,Male,122292
8726,AssocProf,B,3,9,Male,207740
8727,Prof,B,4,0,Female,208906
8728,AsstProf,A,6,6,Male,161034
8729,AssocProf,A,0,16,Male,220868
8730,AsstProf,B,0,10,Female,101782
8731,Prof,B,10,14,Male,196544
8732,AsstProf,A,12,15,Female,138910
8733,AsstProf,A,12,7,Male,227619
8734,AssocProf,B,17,15,Male,86887
8735,AssocProf,A,1,4,Male,128921
8736,AssocProf,A,5,15,Female,136897
8737,AssocProf,A,19,11,Male,172333
8738,Prof,A,8,8,Female,166569
8739,Prof,B,0,12,Female,175020
8740,AssocProf,A,19,15,Female,230357
8741,AsstProf,B,5,14,Male,234682
8742,AsstProf,A,12,17,Male,213141
8743,Prof,A,1,10,Male,160134
8744,Prof,B,19,14,Male,206261
8745,Prof,B,4,1,Female,174106
8746,AsstProf,B,12,6,Male,69953
8747,Prof,B,3,2,Male,145463
8748,AssocProf,A,15,12,Female,97802
8749,Prof,A,16,6,Female,115493
8750,Prof,B,4,9,Female,192784
8751,AssocProf,B,12,9,Male,81083
8752,AssocProf,B,19,9,Female,120900
8753,Prof,B,14,13,Male,203368
8754,Prof,B,7,4,Male,71640
8755,Prof,A,15,10,Male,54166
8756,AsstProf,A,8,0,Female,103566
8757,Prof,B,16,14,Male,96942
8758,AsstProf,A,4,18,Male,95243
8759,AsstProf,B,12,2,Female,170557
8760,Prof,A,10,1,Female,111588
8761,AsstProf,B,19,11,Male,205483
8762,AssocProf,A,10,3,Male,219303
8763,AsstProf,A,10,15,Female,180375
8764,AssocProf,B,3,11,Male,132307
8765,AsstProf,A,15,15,Female,182324
8766,AssocProf,B,4,11,Female,192742
8767,Prof,A,14,1,Male,177819
8768,AssocProf,A,5,13,Female,215901
8769,AssocProf,B,16,16,Female,156609
8770,Prof,B,9,9,Male,224434
8771,AsstProf,B,19,13,Male,196005
8772,AssocProf,B,3,2,Male,60514
8773,Prof,B,5,8,Male,229271
8774,AssocProf,A,3,17,Male,174319
8775,AssocProf,A,0,11,Male,229893
8776,AssocProf,A,2,1,Male,72196
8777,AssocProf,B,8,9,Female,100171
8778,AsstProf,B,7,8,Male,191990
8779,AssocProf,B,5,16,Male,63687
8780,AssocProf,A,4,5,Female,140788
8781,AssocProf,A,11,12,Female,144787
8782,AsstProf,A,7,17,Female,181514
8783,AssocProf,A,3,4,Female,159899
8784,AssocProf,B,18,13,Male,88124
8785,Prof,A,17,14,Male,185786
8786,AssocProf,A,3,7,Male,74297
8787,Prof,B,6,3,Male,219134
8788,AsstProf,B,17,9,Female,188757
8789,AssocProf,A,17,1,Male,207033
8790,AsstProf,A,14,8,Female,221726
8791,Prof,B,0,17,Female,178215
8792,Prof,A,17,1,Female,133762
8793,AsstProf,A,4,18,Male,153989
8794,Prof,B,16,1,Female,116950
8795,AssocProf,A,19,19,Male,185362
8796,AsstProf,B,10,0,Female,173237
8797,AsstProf,A,9,9,Male,206160
8798,Prof,A,6,12,Female,144000
8799,AssocProf,A,5,0,Male,191986
8800,AssocProf,A,17,10,Male,235190
8801,AssocProf,B,9,0,Female,78578
8802,AsstProf,A,14,8,Male,114326
